date,adj_close,close,high,low,open,volume,symbol
1999-01-22,0.03755907341837883,0.041016001254320145,0.04882799834012985,0.038802001625299454,0.04374999925494194,2714688000,NVDA
1999-01-25,0.04149390384554863,0.04531300067901611,0.04583299905061722,0.041016001254320145,0.04427099972963333,510480000,NVDA
1999-01-26,0.03827425837516785,0.04179700091481209,0.046744998544454575,0.04114599898457527,0.04583299905061722,343200000,NVDA
1999-01-27,0.03815519064664841,0.04166699945926666,0.04296899959445,0.0395830012857914,0.041926998645067215,244368000,NVDA
1999-01-28,0.03803524002432823,0.04153599962592125,0.041926998645067215,0.0412760004401207,0.04166699945926666,227520000,NVDA
1999-01-29,0.03624686226248741,0.0395830012857914,0.04166699945926666,0.0395830012857914,0.04153599962592125,244032000,NVDA
1999-02-01,0.036962948739528656,0.04036499932408333,0.04062499850988388,0.0395830012857914,0.0395830012857914,154704000,NVDA
1999-02-02,0.03410132974386215,0.03723999857902527,0.04062499850988388,0.03606799989938736,0.0395830012857914,264096000,NVDA
1999-02-03,0.03481648489832878,0.03802099823951721,0.0385419987142086,0.03645800054073334,0.036719001829624176,75120000,NVDA
1999-02-04,0.036723941564559937,0.04010400176048279,0.04114599898457527,0.03802099823951721,0.0385419987142086,181920000,NVDA
1999-02-05,0.03779715299606323,0.0412760004401207,0.04166699945926666,0.03971400111913681,0.040754999965429306,136848000,NVDA
1999-02-08,0.03648585081100464,0.03984399884939194,0.04166699945926666,0.03984399884939194,0.04153599962592125,154080000,NVDA
1999-02-09,0.03505457565188408,0.03828100115060806,0.04088500142097473,0.03776000067591667,0.04062499850988388,86976000,NVDA
1999-02-10,0.03469745069742203,0.037891000509262085,0.039322998374700546,0.03723999857902527,0.03828100115060806,148224000,NVDA
1999-02-11,0.03767811506986618,0.04114599898457527,0.04270799830555916,0.03802099823951721,0.03802099823951721,132240000,NVDA
1999-02-12,0.03982456028461456,0.04349000006914139,0.04374999925494194,0.04166699945926666,0.04166699945926666,109728000,NVDA
1999-02-16,0.040062643587589264,0.04374999925494194,0.04609400033950806,0.039322998374700546,0.04427099972963333,211008000,NVDA
1999-02-17,0.03791619464755058,0.041405998170375824,0.04322899878025055,0.04062499850988388,0.04270799830555916,67728000,NVDA
